(1,26554000)
(2,16653809)
(3,11242497)
(4,8812214)
(5,8111954)
(6,6586919)
(7,3470727)
(8,3368182)
(9,3144744)
(10,2709481)
(11,2656851)
(12,2639687)
(13,2625200)
(14,2519627)
(15,2487655)
(16,2434552)
(17,2160452)
(18,2103473)
(19,2046624)
(20,2009504)
(21,1877506)
(22,1833384)
(23,1614773)
(24,1521078)
(25,1487241)
(26,1375611)
(27,1360194)
(28,1274496)
(29,1270007)
(30,1220391)
(31,1205114)
(32,1182577)
(33,1087605)
(34,1050452)
(35,1020518)
(36,904836)
(37,883340)
(38,837332)
(39,788101)
(40,779723)
(41,762517)
(42,755813)
(43,748454)
(44,728479)
(45,727043)
(46,724220)
(47,704996)
(48,685171)
(49,640708)
(50,598546)
(51,597854)
(52,592358)
(53,588462)
(54,580271)
(55,553310)
(56,553183)
(57,543134)
(58,536837)
(59,521510)
(60,520535)
(61,519068)
(62,496934)
(63,495946)
(64,494208)
(65,492533)
(66,492305)
(67,485532)
(68,482001)
(69,478938)
(70,469226)
(71,467098)
(72,451880)
(73,442731)
(74,439657)
(75,437839)
(76,433937)
(77,432959)
(78,430270)
(79,419790)
(80,404881)
(81,398773)
(82,395872)
(83,394728)
(84,384888)
(85,384637)
(86,379838)
(87,374479)
(88,370136)
(89,356694)
(90,355034)
(91,353685)
(92,351855)
(93,349243)
(94,345818)
(95,343751)
(96,338495)
(97,334676)
(98,332236)
(99,331761)
(100,329953)
(101,323309)
(102,323010)
(103,322321)
(104,320531)
(105,312730)
(106,310986)
(107,304330)
(108,301490)
(109,288258)
(110,286710)
(111,283032)
(112,279433)
(113,278663)
(114,274603)
(115,274289)
(116,271931)
(117,268371)
(118,266184)
(119,264955)
(120,262355)
(121,258965)
(122,258936)
(123,254120)
(124,251807)
(125,250793)
(126,249942)
(127,249245)
(128,248184)
(129,247365)
(130,246361)
(131,246168)
(132,245796)
(133,245514)
(134,243854)
(135,243493)
(136,243431)
(137,242939)
(138,240921)
(139,238171)
(140,234372)
(141,231734)
(142,231142)
(143,229164)
(144,229118)
(145,229108)
(146,227932)
(147,226118)
(148,223701)
(149,223594)
(150,221958)
(151,217992)
(152,217111)
(153,215860)
(154,214404)
(155,213238)
(156,210422)
(157,210139)
(158,208378)
(159,207156)
(160,204140)
(161,203370)
(162,203041)
(163,200226)
(164,199837)
(165,199784)
(166,196586)
(167,192258)
(168,191822)
(169,190795)
(170,189612)
(171,189025)
(172,188428)
(173,188367)
(174,187509)
(175,186494)
(176,186406)
(177,185416)
(178,185051)
(179,183839)
(180,182479)
(181,182394)
(182,182081)
(183,181244)
(184,181158)
(185,178832)
(186,178100)
(187,177362)
(188,177217)
(189,177196)
(190,176913)
(191,176178)
(192,176096)
(193,175664)
(194,173861)
(195,173708)
(196,172502)
(197,171799)
(198,170230)
(199,169691)
(200,168095)
(201,167766)
(202,165727)
(203,164819)
(204,164145)
(205,164083)
(206,162022)
(207,161886)
(208,161167)
(209,159963)
(210,159882)
(211,157712)
(212,157074)
(213,155572)
(214,155492)
(215,155478)
(216,155000)
(217,154587)
(218,154333)
(219,154165)
(220,153981)
(221,153838)
(222,153554)
(223,153190)
(224,152606)
(225,151206)
(226,150467)
(227,149850)
(228,147248)
(229,145360)
(230,145352)
(231,144542)
(232,144506)
(233,144304)
(234,143940)
(235,143170)
(236,143089)
(237,142366)
(238,142308)
(239,142156)
(240,141675)
(241,141098)
(242,140689)
(243,140380)
(244,140241)
(245,139043)
(246,138641)
(247,138049)
(248,135881)
(249,135008)
(250,134909)
(251,134734)
(252,134696)
(253,134258)
(254,133734)
(255,133099)
(256,132808)
(257,132719)
(258,132676)
(259,132528)
(260,132420)
(261,132250)
(262,132218)
(263,132165)
(264,131382)
(265,129970)
(266,129245)
(267,128947)
(268,128287)
(269,127219)
(270,126827)
(271,126620)
(272,126584)
(273,126516)
(274,125959)
(275,125943)
(276,125664)
(277,125640)
(278,125442)
(279,125204)
(280,125031)
(281,124641)
(282,124332)
(283,124191)
(284,124003)
(285,123074)
(286,122867)
(287,122394)
(288,122205)
(289,121238)
(290,119884)
(291,119672)
(292,119665)
(293,119510)
(294,119461)
(295,119095)
(296,119080)
(297,117860)
(298,117581)
(299,117263)
(300,117194)
(301,116773)
(302,116690)
(303,116630)
(304,116592)
(305,115948)
(306,115885)
(307,115719)
(308,115296)
(309,114408)
(310,114359)
(311,113962)
(312,113916)
(313,113071)
(314,112728)
(315,112479)
(316,112302)
(317,111635)
(318,111116)
(319,110917)
(320,110588)
(321,109817)
(322,109782)
(323,109689)
(324,109523)
(325,109455)
(326,109307)
(327,108725)
(328,108352)
(329,108113)
(330,107954)
(331,107772)
(332,107749)
(333,107741)
(334,107664)
(335,107308)
(336,106280)
(337,105811)
(338,105553)
(339,105535)
(340,105533)
(341,104741)
(342,104456)
(343,104399)
(344,104247)
(345,104178)
(346,103723)
(347,103598)
(348,102890)
(349,102813)
(350,102611)
(351,101935)
(352,101805)
(353,101446)
(354,101407)
(355,101324)
(356,101061)
(357,101043)
(358,100600)
(359,100579)
(360,100118)
(361,99314)
(362,98906)
(363,98457)
(364,98356)
(365,98296)
(366,96962)
(367,96168)
(368,95801)
(369,95700)
(370,95496)
(371,95406)
(372,95110)
(373,94900)
(374,94663)
(375,94485)
(376,94219)
(377,94185)
(378,93318)
(379,93191)
(380,93125)
(381,93082)
(382,93039)
(383,92591)
(384,92188)
(385,91975)
(386,91884)
(387,91530)
(388,91488)
(389,91328)
(390,90749)
(391,90741)
(392,90535)
(393,90497)
(394,90457)
(395,90398)
(396,90378)
(397,90059)
(398,90037)
(399,89987)
(400,89653)
(401,89364)
(402,89318)
(403,89313)
(404,88902)
(405,88807)
(406,88717)
(407,88482)
(408,88243)
(409,87777)
(410,87648)
(411,87272)
(412,86991)
(413,86909)
(414,86883)
(415,86805)
(416,85973)
(417,85935)
(418,85346)
(419,85031)
(420,84924)
(421,84883)
(422,84634)
(423,84345)
(424,84219)
(425,84148)
(426,83669)
(427,83635)
(428,83559)
(429,83386)
